1784,Finback,4
1784,Grampus,1
1784,Sperm,6
1789,Dolphin,1
1789,Grampus,1
1789,Pilot,3
1789,Whale,5
1791,Finback,5
1791,Grampus,4
1791,Killer,1
1791,Pilot,3
1791,Whale,19
1792,Finback,22
1792,Grampus,3
1792,Humpback,27
1792,Killer,1
1792,Pilot,7
1792,Right,2
1792,Sperm,7
1792,Whale,30
1793,Finback,1
1793,Humpback,11
1793,Killer,1
1793,Right,15
1793,Sperm,4
1793,Whale,33
1797,Right,3
1797,Sperm,1
1797,Whale,1
1798,Right,11
1798,Sperm,48
1800,Blackfish,10
1800,Dolphin,3
1800,Finback,3
1800,Humpback,7
1800,Killers,1
1800,Porpoise,4
1800,Right,24
1800,Sperm,12
1800,Whale,3
1801,Blackfish,3
1801,Humpback,5
1801,Porpoise,8
1801,Right,35
1801,Sperm,3
1802,Right,2
1802,Whale,2
1803,Sperm,12
1805,Sperm,3
1807,Pilot,1
1807,Sperm,1
1810,Right,1
1811,Right,1
1811,Sperm,1
1813,Sperm,3
1815,Finback,1
1815,Humpback,1
1815,Pilot,2
1815,Right,1
1815,Sperm,3
1815,Whale,57
1816,Finback,3
1816,Pilot,1
1816,Sperm,4
1816,Whale,46
1817,Pilot,4
1817,Right,16
1817,Sperm,3
1817,Whale,95
1818,Finback,5
1818,Humpback,1
1818,Pilot,2
1818,Right,13
1818,Sperm,14
1818,Whale,107
1819,Finback,12
1819,Grampus,1
1819,Humpback,9
1819,Killer,1
1819,Pilot,20
1819,Right,25
1819,Sperm,45
1819,Whale,165
1820,Finback,45
1820,Grampus,7
1820,Humpback,21
1820,Killer,2
1820,NULL,1
1820,Pilot,58
1820,Right,1
1820,Sperm,74
1820,Whale,69
1821,Finback,9
1821,Humpback,5
1821,Pilot,5
1821,Right,80
1821,Sperm,94
1821,Whale,24
1822,Finback,36
1822,Grampus,4
1822,Humpback,3
1822,Killer,2
1822,Pilot,25
1822,Right,78
1822,Sperm,181
1822,Whale,66
1823,Finback,28
1823,Humpback,6
1823,Pilot,16
1823,Right,62
1823,Sperm,188
1823,Whale,105
1824,Finback,5
1824,Humpback,3
1824,Pilot,3
1824,Right,58
1824,Sperm,27
1824,Whale,58
1825,Finback,13
1825,Grampus,2
1825,Humpback,1
1825,Killer,1
1825,Pilot,9
1825,Right,43
1825,Sperm,47
1825,Whale,79
1826,Finback,37
1826,Grampus,5
1826,Humpback,4
1826,Killer,2
1826,Pilot,23
1826,Right,52
1826,Sperm,134
1826,Whale,148
1827,Dolphin,2
1827,Finback,50
1827,Grampus,4
1827,Humpback,13
1827,Killer,2
1827,NULL,2
1827,Pilot,43
1827,Right,66
1827,Sperm,167
1827,Whale,68
1828,Finback,43
1828,Grampus,9
1828,Humpback,17
1828,Pilot,37
1828,Right,43
1828,Sperm,234
1828,Whale,122
1829,Finback,25
1829,Grampus,9
1829,Humpback,8
1829,Killer,4
1829,Pilot,25
1829,Right,117
1829,Sperm,307
1829,Whale,196
1830,Finback,13
1830,Grampus,3
1830,Humpback,1
1830,Pilot,5
1830,Right,109
1830,Sperm,274
1830,Whale,206
1831,Finback,38
1831,Grampus,1
1831,Humpback,5
1831,Killer,2
1831,Pilot,24
1831,Right,188
1831,Sperm,363
1831,Whale,245
1832,Dolphin,1
1832,Finback,64
1832,Grampus,10
1832,Humpback,5
1832,Killer,1
1832,Pilot,26
1832,Right,299
1832,Sperm,892
1832,Whale,306
1833,Dolphin,1
1833,Finback,46
1833,Grampus,2
1833,Humpback,18
1833,Killer,1
1833,Pilot,38
1833,Right,270
1833,Sperm,907
1833,Whale,585
1834,Finback,41
1834,Grampus,6
1834,Killer,2
1834,Pilot,20
1834,Right,239
1834,Sperm,775
1834,Whale,585
1835,Blue,1
1835,Finback,94
1835,Grampus,6
1835,Humpback,57
1835,Killer,3
1835,Pilot,59
1835,Right,212
1835,Sperm,663
1835,Whale,511
1836,Finback,111
1836,Grampus,7
1836,Humpback,31
1836,Killer,2
1836,Pilot,67
1836,Right,660
1836,Sperm,765
1836,Whale,480
1837,Finback,87
1837,Grampus,8
1837,Humpback,35
1837,NULL,1
1837,Pilot,93
1837,Right,692
1837,Sperm,853
1837,Whale,584
1838,Blue,1
1838,Finback,53
1838,Grampus,34
1838,Humpback,23
1838,Killer,5
1838,Pilot,81
1838,Right,558
1838,Sperm,673
1838,Whale,609
1839,Finback,56
1839,Grampus,28
1839,Humpback,13
1839,Killer,6
1839,NULL,5
1839,Pilot,37
1839,Right,461
1839,Sperm,842
1839,Whale,633
1840,Finback,10
1840,Grampus,3
1840,Humpback,1
1840,Killer,1
1840,NULL,1
1840,Pilot,17
1840,Right,391
1840,Sperm,891
1840,Whale,742
1841,Blue,1
1841,Finback,43
1841,Grampus,8
1841,Humpback,6
1841,NULL,2
1841,Pilot,77
1841,Right,409
1841,Sperm,989
1841,Whale,575
1842,Blue,1
1842,Finback,55
1842,Grampus,14
1842,Humpback,20
1842,Killer,4
1842,NULL,8
1842,Pilot,38
1842,Right,656
1842,Sperm,1009
1842,Whale,872
1843,Dolphin,1
1843,Finback,71
1843,Grampus,13
1843,Humpback,23
1843,Killer,2
1843,NULL,1
1843,Pilot,42
1843,Right,1005
1843,Sperm,762
1843,Whale,1217
1844,Blue,5
1844,Bowhead,3
1844,Dolphin,3
1844,Finback,242
1844,Grampus,47
1844,Humpback,26
1844,Killer,11
1844,NULL,3
1844,Pilot,100
1844,Right,1414
1844,Sperm,844
1844,Whale,2342
1845,Blue,3
1845,Bowhead,2
1845,Finback,148
1845,Grampus,30
1845,Gray,1
1845,Humpback,55
1845,Killer,7
1845,NULL,1
1845,Pilot,41
1845,Right,832
1845,Sperm,798
1845,Whale,1990
1846,Blue,12
1846,Finback,110
1846,Grampus,9
1846,Humpback,28
1846,Killer,2
1846,NULL,2
1846,Pilot,31
1846,Right,1506
1846,Sperm,889
1846,Whale,2151
1847,Blue,8
1847,Finback,86
1847,Grampus,12
1847,Humpback,33
1847,Killer,3
1847,Pilot,54
1847,Right,1334
1847,Sperm,859
1847,Whale,1565
1848,Blue,9
1848,Bowhead,23
1848,Finback,166
1848,Grampus,20
1848,Gray,8
1848,Humpback,25
1848,Killer,12
1848,Pilot,34
1848,Right,864
1848,Sperm,598
1848,Whale,512
1849,Blue,2
1849,Bowhead,66
1849,Finback,103
1849,Grampus,13
1849,Gray,5
1849,Humpback,44
1849,Killer,6
1849,Pilot,45
1849,Right,703
1849,Sperm,433
1849,Whale,283
1850,Blue,1
1850,Bowhead,52
1850,Dolphin,1
1850,Finback,54
1850,Grampus,8
1850,Humpback,11
1850,Killer,2
1850,NULL,2
1850,Pilot,53
1850,Right,542
1850,Sperm,296
1850,Whale,255
1851,Blue,4
1851,Bowhead,77
1851,Dolphin,2
1851,Finback,213
1851,Grampus,61
1851,Gray,1
1851,Humpback,31
1851,Killer,6
1851,NULL,2
1851,Pilot,95
1851,Right,43
1851,Sperm,217
1851,Whale,108
1852,Blue,6
1852,Bowhead,271
1852,Finback,98
1852,Grampus,33
1852,Gray,70
1852,Humpback,41
1852,Killer,6
1852,NULL,6
1852,Pilot,72
1852,Right,94
1852,Sperm,202
1852,Whale,414
1853,Blue,10
1853,Bowhead,164
1853,Finback,101
1853,Grampus,33
1853,Gray,24
1853,Humpback,21
1853,Killer,17
1853,NULL,1
1853,Pilot,101
1853,Right,83
1853,Sperm,228
1853,Whale,468
1854,Blue,5
1854,Bowhead,116
1854,Finback,56
1854,Grampus,5
1854,Gray,4
1854,Humpback,30
1854,Killer,4
1854,Pilot,58
1854,Right,44
1854,Sperm,191
1854,Whale,220
1855,Blue,5
1855,Bowhead,90
1855,Dolphin,1
1855,Finback,52
1855,Grampus,22
1855,Gray,8
1855,Humpback,29
1855,NULL,3
1855,Pilot,63
1855,Right,87
1855,Sperm,152
1855,Whale,115
1856,Blue,14
1856,Bowhead,80
1856,Finback,64
1856,Grampus,19
1856,Gray,1
1856,Humpback,70
1856,Killer,6
1856,Pilot,42
1856,Right,56
1856,Sperm,165
1856,Whale,97
1857,Blackfish,1
1857,Blue,3
1857,Bowhead,74
1857,Finback,23
1857,Grampus,10
1857,Gray,22
1857,Humpback,16
1857,Killer,6
1857,NULL,1
1857,Pilot,19
1857,Right,51
1857,Sperm,167
1857,Whale,27
1858,Bowhead,75
1858,Finback,10
1858,Grampus,6
1858,Gray,3
1858,Humpback,42
1858,Pilot,35
1858,Right,58
1858,Sperm,165
1858,Whale,71
1859,Blue,8
1859,Bowhead,108
1859,Dolphin,1
1859,Finback,71
1859,Grampus,11
1859,Gray,26
1859,Humpback,64
1859,Killer,5
1859,Pilot,85
1859,Right,50
1859,Sperm,145
1859,Whale,100
1860,Blue,7
1860,Bowhead,54
1860,Dolphin,1
1860,Finback,169
1860,Grampus,34
1860,Gray,112
1860,Humpback,85
1860,Killer,16
1860,Pilot,85
1860,Right,74
1860,Sperm,236
1860,Whale,129
1861,Blue,3
1861,Bowhead,76
1861,Finback,150
1861,Grampus,48
1861,Gray,45
1861,Humpback,109
1861,Killer,17
1861,Pilot,60
1861,Right,23
1861,Sperm,211
1861,Whale,64
1862,Blue,8
1862,Bowhead,53
1862,Finback,66
1862,Grampus,50
1862,Humpback,63
1862,Killer,9
1862,Pilot,82
1862,Right,32
1862,Sperm,212
1862,Whale,37
1863,Blue,4
1863,Bowhead,73
1863,Dolphin,1
1863,Finback,47
1863,Grampus,25
1863,Gray,33
1863,Humpback,30
1863,Killer,5
1863,Pilot,33
1863,Right,52
1863,Sperm,136
1863,Whale,60
1864,Blue,3
1864,Bowhead,88
1864,Finback,12
1864,Grampus,3
1864,Gray,44
1864,Humpback,33
1864,Killer,1
1864,Pilot,26
1864,Right,18
1864,Sperm,98
1864,Whale,86
1865,Blue,1
1865,Bowhead,101
1865,Finback,19
1865,Grampus,4
1865,Gray,23
1865,Humpback,25
1865,Killer,3
1865,Pilot,33
1865,Right,24
1865,Sperm,87
1865,Whale,74
1866,Blue,3
1866,Bowhead,80
1866,Finback,33
1866,Grampus,15
1866,Gray,10
1866,Humpback,107
1866,Killer,8
1866,NULL,1
1866,Pilot,47
1866,Right,44
1866,Sperm,120
1866,Whale,83
1867,Blue,5
1867,Bowhead,159
1867,Finback,26
1867,Grampus,2
1867,Gray,27
1867,Humpback,27
1867,Killer,2
1867,Pilot,22
1867,Right,59
1867,Sperm,121
1867,Whale,37
1868,Blue,3
1868,Bowhead,81
1868,Finback,53
1868,Grampus,4
1868,Gray,72
1868,Humpback,48
1868,Killer,4
1868,Pilot,15
1868,Right,72
1868,Sperm,223
1868,Whale,22
1869,Bowhead,106
1869,Finback,38
1869,Grampus,1
1869,Gray,45
1869,Humpback,67
1869,Killer,5
1869,Pilot,22
1869,Right,39
1869,Sperm,212
1869,Whale,32
1870,Bowhead,64
1870,Finback,8
1870,Gray,1
1870,Humpback,73
1870,Killer,1
1870,NULL,1
1870,Pilot,15
1870,Right,32
1870,Sperm,163
1870,Whale,26
1871,Blue,1
1871,Bowhead,7
1871,Finback,51
1871,Grampus,4
1871,Gray,3
1871,Humpback,44
1871,Pilot,14
1871,Right,11
1871,Sperm,103
1872,Bowhead,42
1872,Finback,40
1872,Grampus,1
1872,Humpback,61
1872,Killer,9
1872,Pilot,5
1872,Right,2
1872,Sperm,80
1873,Bowhead,42
1873,Finback,27
1873,Grampus,8
1873,Humpback,76
1873,Killer,6
1873,Pilot,7
1873,Sperm,97
1873,Whale,1
1874,Blue,1
1874,Bowhead,2
1874,Finback,8
1874,Grampus,2
1874,Gray,2
1874,Humpback,33
1874,Killer,1
1874,Pilot,6
1874,Right,2
1874,Sperm,84
1874,Whale,27
1875,Finback,3
1875,Grampus,3
1875,Humpback,12
1875,Pilot,6
1875,Sperm,120
1875,Whale,41
1876,Bowhead,2
1876,Finback,2
1876,Grampus,6
1876,Humpback,61
1876,NULL,1
1876,Pilot,31
1876,Right,3
1876,Sperm,166
1876,Whale,22
1877,Bowhead,2
1877,Finback,7
1877,Grampus,6
1877,Humpback,77
1877,Killer,4
1877,Pilot,15
1877,Right,15
1877,Sperm,115
1877,Whale,7
1878,Bowhead,3
1878,Finback,13
1878,Grampus,24
1878,Humpback,36
1878,Killer,5
1878,Pilot,24
1878,Right,13
1878,Sperm,76
1878,Whale,6
1879,Bowhead,4
1879,Finback,1
1879,Grampus,9
1879,Humpback,13
1879,Killer,1
1879,Pilot,8
1879,Right,11
1879,Sperm,80
1879,Whale,1
1880,Bowhead,4
1880,Humpback,14
1880,Right,5
1880,Sperm,58
1880,Whale,1
1881,Bowhead,19
1881,Humpback,50
1881,Pilot,3
1881,Sperm,85
1881,Whale,3
1882,Bowhead,6
1882,Finback,4
1882,Humpback,52
1882,Killer,1
1882,Pilot,6
1882,Right,11
1882,Sperm,67
1882,Whale,1
1883,Bowhead,7
1883,Grampus,2
1883,Humpback,71
1883,Killer,2
1883,Pilot,17
1883,Right,5
1883,Sperm,79
1883,Whale,3
1884,Bowhead,3
1884,Finback,14
1884,Grampus,7
1884,Humpback,18
1884,Killer,2
1884,Pilot,13
1884,Right,2
1884,Sperm,60
1884,Whale,48
1885,Blue,8
1885,Bowhead,14
1885,Finback,37
1885,Grampus,19
1885,Gray,22
1885,Humpback,12
1885,Killer,12
1885,Pilot,18
1885,Right,18
1885,Sperm,51
1885,Whale,53
1886,Blue,39
1886,Bowhead,3
1886,Finback,65
1886,Grampus,24
1886,Humpback,35
1886,Killer,15
1886,Pilot,21
1886,Right,10
1886,Sperm,72
1886,Whale,10
1887,Blue,4
1887,Bowhead,2
1887,Finback,54
1887,Grampus,16
1887,Humpback,11
1887,Killer,8
1887,NULL,1
1887,Pilot,18
1887,Right,45
1887,Sperm,71
1887,Whale,11
1888,Blue,31
1888,Bowhead,3
1888,Finback,60
1888,Grampus,13
1888,Humpback,16
1888,Killer,1
1888,Pilot,5
1888,Right,72
1888,Sperm,61
1888,Whale,27
1889,Blue,2
1889,Bowhead,2
1889,Finback,29
1889,Grampus,4
1889,Humpback,15
1889,Killer,6
1889,Pilot,15
1889,Right,36
1889,Sperm,96
1889,Whale,12
1890,Bowhead,9
1890,Finback,2
1890,Grampus,39
1890,Humpback,3
1890,Killer,3
1890,Pilot,24
1890,Sperm,96
1890,Whale,3
1891,Bowhead,9
1891,Finback,8
1891,Grampus,8
1891,Humpback,7
1891,Pilot,7
1891,Right,7
1891,Sperm,123
1891,Whale,1
1892,Blue,1
1892,Bowhead,10
1892,Finback,20
1892,Grampus,8
1892,Humpback,7
1892,Killer,2
1892,Pilot,36
1892,Right,6
1892,Sperm,156
1892,Whale,1
1893,Blue,1
1893,Finback,45
1893,Grampus,34
1893,Humpback,8
1893,Killer,5
1893,Pilot,22
1893,Right,10
1893,Sperm,120
1893,Whale,10
1894,Blue,4
1894,Bowhead,2
1894,Finback,6
1894,Grampus,1
1894,Humpback,5
1894,Killer,3
1894,Pilot,15
1894,Right,1
1894,Sperm,106
1894,Whale,7
1895,Blue,1
1895,Bowhead,2
1895,Finback,5
1895,Grampus,1
1895,Humpback,3
1895,Pilot,31
1895,Right,5
1895,Sperm,122
1895,Whale,10
1896,Bowhead,3
1896,Finback,6
1896,Grampus,13
1896,Humpback,3
1896,Killer,2
1896,Pilot,20
1896,Sperm,77
1896,Whale,15
1897,Bowhead,14
1897,Finback,20
1897,Grampus,7
1897,Humpback,4
1897,Killer,1
1897,Pilot,6
1897,Right,5
1897,Sperm,51
1898,Bowhead,37
1898,Finback,6
1898,Grampus,2
1898,Humpback,8
1898,Killer,1
1898,Pilot,27
1898,Right,6
1898,Sperm,54
1899,Bowhead,28
1899,Grampus,5
1899,Humpback,1
1899,Pilot,9
1899,Right,4
1899,Sperm,95
1900,Bowhead,16
1900,Finback,1
1900,Grampus,12
1900,Pilot,5
1900,Sperm,88
1900,Whale,1
1901,Blue,1
1901,Bowhead,14
1901,Finback,2
1901,Grampus,18
1901,Killer,3
1901,Pilot,10
1901,Right,4
1901,Sperm,91
1902,Bowhead,16
1902,Finback,3
1902,Grampus,3
1902,Humpback,6
1902,Killer,1
1902,Pilot,12
1902,Sperm,91
1903,Bowhead,8
1903,Sperm,105
1904,Right,2
1904,Sperm,106
1905,Bowhead,9
1905,Right,2
1905,Sperm,115
1906,Right,23
1906,Sperm,104
1907,Right,11
1907,Sperm,94
1908,Right,33
1908,Sperm,79
1909,Right,32
1909,Sperm,71
1910,Bowhead,2
1910,Right,6
1910,Sperm,68
1911,Bowhead,2
1911,Right,1
1911,Sperm,114
1912,Bowhead,1
1912,Right,4
1912,Sperm,94
1913,Sperm,33
1914,Finback,1
1914,Pilot,2
1914,Sperm,12
1915,Grampus,4
1915,Killer,1
1915,Pilot,2
1915,Sperm,56
1915,Whale,2
1916,Finback,1
1916,Grampus,8
1916,Pilot,8
1916,Sperm,51
1917,Sperm,15
1919,Pilot,1
1919,Sperm,1
1919,Whale,1
1920,Pilot,2
1920,Sperm,14
1920,Whale,2
